campaign_id,campaign_name,date,target_audience,channel,impressions,clicks,conversions,spend,revenue_generated,roas,roas_calculated
981273,New User Discount,10/05/2024,Premium,App,7820,685,12,"£1,833.50","£7,603.79",3.99,4.147144805
908643,Weekend Special,10/05/2024,Premium,App,2355,421,66,"£4,566.66","£9,352.59",3.98,2.048015399
307396,Festival Offer,10/05/2024,New Users,Email,2994,776,87,"£4,696.38","£6,383.52",1.58,1.359242651
531634,Flash Sale,10/05/2024,Premium,Social Media,6247,559,17,"£2,682.82","£6,156.99",3.63,2.294969472
488693,Membership Drive,10/05/2024,New Users,SMS,5446,382,84,"£3,587.56","£7,863.76",2.62,2.19195219
749135,Category Promotion,10/05/2024,Inactive,App,5381,711,52,"£3,890.82","£8,095.53",2.82,2.080674511
993421,App Push Notification,10/05/2024,Inactive,Social Media,4392,407,51,"£1,199.37","£6,366.79",3.97,5.308445267
867267,Email Campaign,10/05/2024,Inactive,SMS,4440,769,50,"£3,874.02","£9,449.99",1.93,2.43932401
838148,Referral Program,10/05/2024,Inactive,SMS,6262,424,10,"£3,098.76","£6,177.80",2.25,1.993636164
726641,New User Discount,09/05/2024,Premium,SMS,2383,556,23,"£2,624.59","£7,396.30",3.06,2.818078252
344028,Weekend Special,09/05/2024,All,SMS,7817,367,59,"£3,066.10","£4,377.37",3.9,1.427667069
425851,Festival Offer,09/05/2024,All,SMS,8807,963,19,"£1,372.58","£2,123.42",3.86,1.547028224
809949,Flash Sale,09/05/2024,Premium,App,6005,401,98,"£3,242.60","£8,134.15",3.8,2.508527108
356614,Membership Drive,09/05/2024,New Users,SMS,3142,155,21,"£3,490.29","£4,287.76",3.69,1.228482447
391766,Category Promotion,09/05/2024,Inactive,Social Media,9308,296,91,"£3,012.24","£6,660.58",1.51,2.211171753
657561,App Push Notification,09/05/2024,Premium,Social Media,2429,183,37,"£2,990.74","£9,491.19",2.82,3.173525616
510224,Email Campaign,09/05/2024,All,Email,3470,387,44,"£2,573.48","£8,936.86",3.97,3.472675133
23172,Referral Program,09/05/2024,Inactive,Email,4780,407,56,"£4,593.90","£5,955.91",2.24,1.296482292
752632,New User Discount,08/05/2024,All,Email,2039,945,47,"£1,690.12","£2,253.98",2.81,1.333621281
713740,Weekend Special,08/05/2024,All,App,2440,486,20,"£1,385.38","£6,073.69",3.84,4.384132873
624296,Festival Offer,08/05/2024,Premium,SMS,5556,698,74,"£3,576.55","£6,908.13",3.76,1.93150662
459051,Flash Sale,08/05/2024,Premium,SMS,3156,516,92,"£1,828.73","£3,397.56",2.47,1.857879512
475354,Membership Drive,08/05/2024,Inactive,Email,1204,780,66,"£1,048.49","£6,226.58",3.38,5.938616487
200353,Category Promotion,08/05/2024,New Users,Social Media,1546,523,61,"£4,545.58","£9,823.07",2.11,2.161015756
745023,App Push Notification,08/05/2024,New Users,App,6919,474,88,"£3,246.22","£3,097.33",3.75,0.954134347
937553,Email Campaign,08/05/2024,All,Email,5719,626,31,"£1,298.75","£2,730.31",1.94,2.102259865
333794,Referral Program,08/05/2024,Inactive,App,5819,565,50,"£1,766.21","£4,372.36",3.59,2.475560664
836685,New User Discount,07/05/2024,Inactive,Email,4705,541,58,"£1,367.34","£3,902.00",2.66,2.853715974
250155,Weekend Special,07/05/2024,New Users,App,7207,685,61,"£3,068.68","£5,364.98",1.97,1.748302202
489503,Festival Offer,07/05/2024,Inactive,App,6590,431,86,"£2,450.50","£5,163.35",1.96,2.107059784
695157,Flash Sale,07/05/2024,All,Email,6508,586,51,"£4,083.10","£9,686.00",2.06,2.372217188
587224,Membership Drive,07/05/2024,Premium,Email,9305,572,81,"£1,290.72","£3,506.35",2.41,2.716584542
77524,Category Promotion,07/05/2024,Inactive,App,6654,453,94,"£2,484.50","£3,835.14",2.32,1.543626484
740172,App Push Notification,07/05/2024,All,SMS,9543,748,21,"£4,855.95","£3,226.27",2.24,0.6643952265
99102,Email Campaign,07/05/2024,New Users,App,2291,464,63,"£3,622.89","£3,242.82",1.94,0.8950920398
285480,Referral Program,07/05/2024,Premium,SMS,9181,467,58,"£1,191.65","£3,256.60",2.94,2.73284941
17745,New User Discount,06/05/2024,Premium,Email,7898,1000,95,"£4,112.95","£6,845.60",3.14,1.664401464
648081,Weekend Special,06/05/2024,All,SMS,6287,369,72,"£4,312.12","£7,722.03",2.06,1.790773448
49074,Festival Offer,06/05/2024,Premium,App,2765,104,31,"£3,793.29","£6,954.05",3.72,1.833250292
432381,Flash Sale,06/05/2024,Premium,Social Media,7640,151,18,"£1,904.30","£9,054.74",1.83,4.754891561
673868,Membership Drive,06/05/2024,Inactive,App,6320,237,96,"£1,971.00","£7,683.01",2.49,3.898026383
832240,Category Promotion,06/05/2024,Premium,App,8598,670,32,"£3,103.54","£3,798.91",3.67,1.224057045
967603,App Push Notification,06/05/2024,All,Social Media,2349,973,94,"£2,366.16","£9,187.75",3.61,3.882979173
519439,Email Campaign,06/05/2024,Inactive,Social Media,2883,544,100,"£4,013.81","£7,227.33",3.67,1.800615874
42773,Referral Program,06/05/2024,All,Social Media,5068,235,41,"£3,758.25","£8,305.39",2.66,2.209908867
641016,New User Discount,05/05/2024,Premium,Email,4000,874,47,"£2,933.53","£8,801.33",2.42,3.000252256
289721,Weekend Special,05/05/2024,Inactive,Social Media,3153,181,35,"£1,781.14","£3,313.47",3.31,1.860308566
673107,Festival Offer,05/05/2024,Premium,Email,5916,708,91,"£4,405.48","£9,774.33",3.08,2.218675377
873144,Flash Sale,05/05/2024,Inactive,Social Media,2564,390,62,"£2,129.83","£6,759.51",2.19,3.173732176
709736,Membership Drive,05/05/2024,All,Email,9470,924,10,"£2,377.14","£2,214.91",3.25,0.9317541247
332518,Category Promotion,05/05/2024,New Users,App,8743,536,18,"£3,808.70","£7,359.54",1.68,1.932297109
950610,App Push Notification,05/05/2024,All,SMS,3566,285,73,"£2,932.00","£3,002.92",3.71,1.024188267
536747,Email Campaign,05/05/2024,All,Email,5634,388,13,"£4,396.36","£3,780.21",2.86,0.8598499668
88083,Referral Program,05/05/2024,All,SMS,4270,745,13,"£4,930.79","£5,009.44",2.54,1.015950791
867821,New User Discount,04/05/2024,All,Email,2186,688,29,"£4,677.36","£4,763.96",1.85,1.018514718
792848,Weekend Special,04/05/2024,All,Social Media,2196,772,75,"£2,026.36","£8,056.64",2.37,3.975917409
885029,Festival Offer,04/05/2024,All,SMS,1663,672,30,"£2,106.78","£2,349.74",2.85,1.11532291
982853,Flash Sale,04/05/2024,New Users,Social Media,7904,279,79,"£4,233.70","£2,297.14",3.74,0.5425845006
60066,Membership Drive,04/05/2024,New Users,SMS,5712,944,34,"£2,190.42","£3,599.22",2.63,1.643164325
867731,Category Promotion,04/05/2024,New Users,Email,7974,790,99,"£1,208.07","£4,094.01",3.86,3.38888475
109552,App Push Notification,04/05/2024,Inactive,SMS,2653,905,53,"£2,109.34","£9,851.67",1.7,4.670498829
332189,Email Campaign,04/05/2024,New Users,App,4344,857,86,"£2,154.50","£7,312.28",1.76,3.393956835
645061,Referral Program,04/05/2024,Inactive,App,4733,453,26,"£1,682.03","£9,614.03",2.99,5.715730397
710929,New User Discount,03/05/2024,Inactive,App,3713,921,98,"£4,677.57","£5,273.95",2.29,1.127497825
621330,Weekend Special,03/05/2024,Premium,SMS,7703,967,44,"£1,439.61","£4,310.91",3.5,2.99449851
397113,Festival Offer,03/05/2024,Premium,SMS,4601,232,29,"£4,184.08","£3,620.19",3.94,0.8652296323
637332,Flash Sale,03/05/2024,Inactive,SMS,3622,859,67,"£3,733.88","£8,295.80",3,2.221763956
777061,Membership Drive,03/05/2024,All,Social Media,6795,524,61,"£2,343.29","£2,332.14",1.75,0.9952417328
530489,Category Promotion,03/05/2024,Premium,Social Media,6630,171,77,"£4,692.49","£4,003.21",2.91,0.8531099693
64362,App Push Notification,03/05/2024,All,App,5559,276,58,"£4,143.46","£6,518.69",3.92,1.573247962
240599,Email Campaign,03/05/2024,All,App,6881,523,88,"£4,412.30","£9,164.40",3.02,2.077011989
138074,Referral Program,03/05/2024,Premium,Email,4332,600,46,"£1,225.59","£3,413.90",2,2.785515548
395882,New User Discount,02/05/2024,Inactive,App,5448,481,56,"£4,829.00","£9,925.57",3.74,2.055408987
167452,Weekend Special,02/05/2024,All,Email,2790,301,20,"£2,553.75","£6,047.59",3.18,2.36812139
576154,Festival Offer,02/05/2024,Inactive,Email,2521,214,65,"£3,102.32","£3,626.80",1.81,1.169060574
507734,Flash Sale,02/05/2024,Inactive,Email,4140,462,48,"£2,292.37","£3,003.05",2.68,1.310019761
967889,Membership Drive,02/05/2024,New Users,App,7122,430,68,"£4,670.71","£2,192.18",3.34,0.4693462022
306936,Category Promotion,02/05/2024,All,SMS,8559,568,34,"£2,477.91","£9,712.97",1.57,3.919823561
55823,App Push Notification,02/05/2024,Premium,Email,9047,817,57,"£1,084.64","£9,928.87",2.22,9.154069553
266273,Email Campaign,02/05/2024,Premium,SMS,4306,883,36,"£3,256.59","£2,954.32",3.81,0.9071820524
479664,Referral Program,02/05/2024,All,Social Media,5145,841,84,"£3,655.35","£6,967.58",2.54,1.906132108
400126,New User Discount,01/05/2024,New Users,App,8142,399,33,"£4,227.27","£3,449.14",2.3,0.8159261178
933345,Weekend Special,01/05/2024,Inactive,SMS,2182,940,20,"£3,262.98","£5,655.72",2.1,1.733299009
586093,Festival Offer,01/05/2024,New Users,App,7260,722,25,"£3,191.74","£3,663.54",2.97,1.147819058
967854,Flash Sale,01/05/2024,New Users,Email,7685,709,60,"£4,888.37","£2,157.85",2.21,0.4414252604
680773,Membership Drive,01/05/2024,New Users,SMS,4077,156,28,"£4,215.31","£8,802.75",2.73,2.088280577
51357,Category Promotion,01/05/2024,All,Email,2017,921,19,"£2,454.62","£2,987.01",2.5,1.216893043
576805,App Push Notification,01/05/2024,Inactive,SMS,2965,268,85,"£1,216.59","£2,030.94",3.09,1.669370947
557719,Email Campaign,01/05/2024,All,Social Media,5123,532,36,"£4,442.26","£3,539.80",2.39,0.7968466501
740664,Referral Program,01/05/2024,New Users,App,3710,425,34,"£4,547.69","£2,635.02",3.5,0.5794194415
576271,New User Discount,30/04/2024,Premium,Email,6379,670,81,"£3,853.97","£8,603.64",3.34,2.232409697
417147,Weekend Special,30/04/2024,Inactive,Email,2808,176,45,"£4,139.19","£2,173.30",2.33,0.5250544189
862116,Festival Offer,30/04/2024,All,Email,1277,951,44,"£3,783.83","£7,756.57",1.92,2.049925604
309247,Flash Sale,30/04/2024,Inactive,App,5947,362,33,"£2,061.57","£6,748.64",3.68,3.27354395
738391,Membership Drive,30/04/2024,Inactive,SMS,2764,662,25,"£1,978.51","£7,094.70",3.04,3.585880284
282850,Category Promotion,30/04/2024,Premium,SMS,6750,431,85,"£3,242.30","£4,771.73",2.07,1.471711439
421723,App Push Notification,30/04/2024,Inactive,Email,5537,697,76,"£4,286.01","£2,134.64",2.23,0.4980483013
146669,Email Campaign,30/04/2024,All,App,6204,743,46,"£1,712.03","£3,625.30",3.33,2.117544669
522202,Referral Program,30/04/2024,All,Email,2290,715,76,"£3,431.33","£9,891.28",3.57,2.882637345
174414,New User Discount,29/04/2024,All,Social Media,2991,426,80,"£1,600.34","£2,589.69",2.7,1.61821238
631708,Weekend Special,29/04/2024,All,Social Media,2359,753,55,"£3,990.72","£2,839.09",2.8,0.7114230014
785360,Festival Offer,29/04/2024,New Users,App,2945,670,21,"£1,701.86","£6,398.28",3.98,3.759580694
953303,Flash Sale,29/04/2024,Inactive,Social Media,1576,838,18,"£4,039.49","£4,204.84",2.1,1.040933385
440723,Membership Drive,29/04/2024,New Users,SMS,9351,752,69,"£3,405.99","£4,121.16",3.99,1.209974193
598149,Category Promotion,29/04/2024,Premium,Email,2882,170,45,"£1,754.14","£4,294.09",1.93,2.447974506
547717,App Push Notification,29/04/2024,Premium,Social Media,7162,968,32,"£3,082.67","£3,364.09",3.47,1.091290991
745105,Email Campaign,29/04/2024,New Users,Email,6602,666,73,"£3,269.02","£4,724.26",3.25,1.445160935
910471,Referral Program,29/04/2024,Premium,App,9131,887,70,"£2,941.51","£5,744.38",2.52,1.952867745
999683,New User Discount,28/04/2024,All,App,9867,690,27,"£2,386.45","£4,623.96",2.79,1.937589306
104811,Weekend Special,28/04/2024,Inactive,SMS,8639,718,24,"£4,387.39","£5,292.53",2.84,1.206304887
585110,Festival Offer,28/04/2024,All,App,1329,343,90,"£1,361.10","£5,076.93",3.67,3.730019837
314259,Flash Sale,28/04/2024,Premium,App,4176,230,47,"£2,515.35","£5,267.94",3.37,2.094316894
387534,Membership Drive,28/04/2024,All,App,5545,192,47,"£2,287.97","£5,424.81",1.56,2.37101448
54305,Category Promotion,28/04/2024,Premium,Social Media,1319,967,46,"£2,704.68","£3,320.39",2.56,1.227646154
128692,App Push Notification,28/04/2024,All,SMS,5521,449,25,"£3,762.90","£3,844.97",3.98,1.021810306
626312,Email Campaign,28/04/2024,Inactive,Social Media,3931,691,34,"£3,362.64","£4,540.16",3.32,1.350177242
791839,Referral Program,28/04/2024,New Users,Email,4602,579,64,"£2,120.95","£3,253.72",2.96,1.534086141
299494,New User Discount,27/04/2024,Premium,Email,2136,576,15,"£3,653.29","£3,135.41",3.23,0.8582428441
523855,Weekend Special,27/04/2024,All,Email,2035,799,49,"£4,969.57","£8,494.26",2.58,1.709254523
988951,Festival Offer,27/04/2024,All,Email,6499,915,32,"£2,694.79","£7,183.66",3.64,2.665758742
25586,Flash Sale,27/04/2024,Inactive,App,1213,936,17,"£4,561.49","£7,794.53",2.92,1.708768407
536328,Membership Drive,27/04/2024,Inactive,Social Media,9231,400,82,"£4,567.94","£9,622.12",2.91,2.106446232
141194,Category Promotion,27/04/2024,Inactive,Email,4433,240,98,"£2,962.64","£2,056.62",2.16,0.6941849162
524798,App Push Notification,27/04/2024,Inactive,Email,9949,716,32,"£1,419.18","£7,935.94",3.18,5.591919277
209190,Email Campaign,27/04/2024,New Users,Social Media,3198,796,77,"£2,148.08","£6,097.88",2.91,2.838758333
695652,Referral Program,27/04/2024,Inactive,SMS,7745,193,48,"£4,453.89","£9,142.10",2.03,2.05261019
195538,New User Discount,26/04/2024,Premium,App,5285,357,46,"£1,904.93","£4,379.56",2.55,2.299066107
109153,Weekend Special,26/04/2024,New Users,Social Media,9827,195,91,"£1,545.18","£9,459.01",3.92,6.121623371
906499,Festival Offer,26/04/2024,Inactive,App,7352,695,70,"£1,938.09","£2,009.07",2.7,1.036623686
464790,Flash Sale,26/04/2024,All,SMS,1293,256,67,"£3,884.89","£9,946.60",3.3,2.560329894
210315,Membership Drive,26/04/2024,Premium,App,9104,356,72,"£1,704.88","£3,964.45",2.67,2.325354277
755032,Category Promotion,26/04/2024,All,Social Media,1669,291,75,"£2,509.90","£5,951.57",3.03,2.371237898
739866,App Push Notification,26/04/2024,Premium,SMS,9578,926,75,"£2,591.90","£5,337.70",3.84,2.059377291
581482,Email Campaign,26/04/2024,New Users,SMS,3965,463,79,"£2,730.34","£6,282.89",3.12,2.30113832
270063,Referral Program,26/04/2024,Inactive,Social Media,7143,937,28,"£4,386.68","£5,935.49",2.86,1.353071115
613714,New User Discount,25/04/2024,Premium,SMS,7897,108,51,"£4,358.06","£4,297.98",3.25,0.9862140494
362939,Weekend Special,25/04/2024,New Users,App,9982,889,14,"£1,133.34","£9,160.54",2.9,8.082781866
851624,Festival Offer,25/04/2024,All,App,7800,696,71,"£3,207.71","£5,792.97",2.08,1.80595191
95641,Flash Sale,25/04/2024,All,App,5483,935,35,"£1,205.57","£4,051.59",1.68,3.360725632
809776,Membership Drive,25/04/2024,Premium,Email,3371,561,23,"£3,007.85","£7,155.07",1.54,2.37879881
785334,Category Promotion,25/04/2024,New Users,Email,8640,820,32,"£2,411.16","£9,706.69",3.64,4.025734501
7705,App Push Notification,25/04/2024,Premium,SMS,8726,504,56,"£2,248.38","£3,033.39",1.87,1.349144718
450969,Email Campaign,25/04/2024,Inactive,Email,1083,329,30,"£1,365.32","£5,193.67",2.91,3.803994668
206025,Referral Program,25/04/2024,New Users,App,8808,719,77,"£2,020.59","£8,455.88",2.57,4.184856898
155153,New User Discount,24/04/2024,New Users,Social Media,7616,904,34,"£4,997.55","£2,220.57",3.82,0.4443317225
192818,Weekend Special,24/04/2024,All,Social Media,1263,204,45,"£2,886.58","£3,010.34",3.4,1.042874266
996450,Festival Offer,24/04/2024,All,Social Media,5619,789,32,"£4,110.78","£4,045.17",1.65,0.9840395253
145107,Flash Sale,24/04/2024,Inactive,Email,5591,118,54,"£4,438.04","£2,320.89",1.58,0.5229538265
359337,Membership Drive,24/04/2024,New Users,Email,5187,609,42,"£1,394.82","£7,812.67",3.73,5.601203023
355742,Category Promotion,24/04/2024,Premium,SMS,9494,174,79,"£4,096.65","£5,262.99",1.94,1.284705796
273880,App Push Notification,24/04/2024,Premium,Email,7276,865,25,"£1,085.78","£3,128.73",3.76,2.88155059
505252,Email Campaign,24/04/2024,Inactive,Social Media,6813,911,54,"£3,981.42","£3,483.49",2.53,0.8749365804
913397,Referral Program,24/04/2024,All,SMS,5054,271,46,"£3,860.49","£5,079.09",1.5,1.315659411
485822,New User Discount,23/04/2024,All,Email,3056,418,20,"£1,141.03","£5,844.08",2.04,5.121758411
362667,Weekend Special,23/04/2024,New Users,SMS,5651,575,83,"£2,640.38","£4,112.44",2.54,1.557518236
948031,Festival Offer,23/04/2024,Inactive,SMS,7348,450,62,"£2,338.22","£2,677.35",2.94,1.145037678
506171,Flash Sale,23/04/2024,Inactive,Social Media,7202,649,76,"£1,693.78","£8,798.24",2.96,5.194440836
461382,Membership Drive,23/04/2024,Premium,Social Media,4577,189,94,"£4,650.11","£6,711.99",2.2,1.443404565
78977,Category Promotion,23/04/2024,All,Social Media,2012,134,66,"£3,816.32","£3,377.54",3.35,0.8850253647
295825,App Push Notification,23/04/2024,New Users,Social Media,3964,152,53,"£3,177.05","£9,479.93",2.78,2.983878126
261232,Email Campaign,23/04/2024,All,SMS,4905,873,31,"£1,779.18","£9,278.28",1.94,5.214919232
729173,Referral Program,23/04/2024,Premium,SMS,1097,641,50,"£1,825.16","£8,366.95",3.52,4.584228232
410617,New User Discount,22/04/2024,All,App,1405,705,29,"£4,776.95","£3,776.58",3.37,0.79058395
772322,Weekend Special,22/04/2024,New Users,Social Media,8377,415,63,"£1,927.78","£6,380.80",3.84,3.309921257
391738,Festival Offer,22/04/2024,All,SMS,7949,267,24,"£1,712.81","£3,324.72",3.62,1.941090956
348825,Flash Sale,22/04/2024,All,Email,9601,383,40,"£1,717.05","£3,936.95",3.49,2.292856935
474151,Membership Drive,22/04/2024,All,Social Media,9824,901,18,"£2,241.40","£7,013.97",1.98,3.129280807
742464,Category Promotion,22/04/2024,New Users,App,6464,604,82,"£3,711.89","£8,032.84",2.53,2.164083526
165997,App Push Notification,22/04/2024,Premium,App,8725,540,59,"£4,920.08","£3,229.58",2.8,0.6564080259
695850,Email Campaign,22/04/2024,Premium,SMS,9580,911,48,"£4,621.81","£4,166.76",2.71,0.901542902
338999,Referral Program,22/04/2024,Premium,SMS,3733,463,36,"£1,661.24","£4,129.94",1.65,2.486058607
128751,New User Discount,21/04/2024,All,SMS,7065,641,89,"£4,170.42","£5,416.33",2.06,1.298749287
350721,Weekend Special,21/04/2024,All,Email,9752,159,25,"£1,635.95","£6,564.98",3.59,4.012946606
947165,Festival Offer,21/04/2024,Premium,Social Media,3566,604,36,"£2,225.29","£8,515.17",2.73,3.826543956
914178,Flash Sale,21/04/2024,New Users,Email,5034,176,39,"£4,869.02","£2,472.44",3.8,0.5077900686
928278,Membership Drive,21/04/2024,New Users,SMS,1644,311,34,"£2,973.73","£5,955.16",2.43,2.002589341
196569,Category Promotion,21/04/2024,Premium,SMS,4686,868,82,"£2,732.50","£4,297.10",1.67,1.572589204
676429,App Push Notification,21/04/2024,New Users,App,6308,302,67,"£2,253.58","£5,178.12",3.8,2.297730722
459974,Email Campaign,21/04/2024,Inactive,App,3660,771,29,"£3,543.53","£3,912.56",3.02,1.104141915
917074,Referral Program,21/04/2024,All,Email,1607,168,40,"£3,750.79","£6,904.27",2.79,1.840750882
574033,New User Discount,20/04/2024,Inactive,Social Media,7382,242,69,"£4,197.23","£2,007.02",3.17,0.4781772741
911703,Weekend Special,20/04/2024,New Users,Social Media,8408,658,61,"£4,201.03","£8,428.51",1.95,2.006296075
2793,Festival Offer,20/04/2024,All,Social Media,5617,410,72,"£3,287.67","£9,873.50",2.3,3.00319071
931901,Flash Sale,20/04/2024,New Users,SMS,5502,266,71,"£4,818.39","£2,252.00",1.57,0.4673760322
639047,Membership Drive,20/04/2024,All,App,8930,466,43,"£4,274.40","£8,473.70",3.84,1.982430283
488877,Category Promotion,20/04/2024,New Users,SMS,7456,249,83,"£1,989.67","£4,492.69",2.93,2.258007609
341092,App Push Notification,20/04/2024,Premium,App,2650,703,80,"£4,798.71","£5,767.89",1.68,1.201966779
472731,Email Campaign,20/04/2024,Premium,App,1297,538,70,"£4,118.80","£6,117.89",2.65,1.485357386
537972,Referral Program,20/04/2024,Inactive,Email,5560,816,79,"£3,484.35","£7,811.52",2.02,2.241887296
963788,New User Discount,19/04/2024,New Users,SMS,2157,193,53,"£3,195.16","£2,635.49",2.65,0.8248381928
872057,Weekend Special,19/04/2024,Inactive,Social Media,8776,830,56,"£3,550.26","£2,814.38",3.93,0.7927250399
692733,Festival Offer,19/04/2024,New Users,App,1070,743,38,"£1,747.31","£6,837.64",2.39,3.913238063
849257,Flash Sale,19/04/2024,Inactive,App,3679,663,93,"£3,039.83","£2,069.32",3.87,0.6807354359
947666,Membership Drive,19/04/2024,Premium,SMS,1944,259,56,"£2,143.73","£7,308.57",2.38,3.409277288
281411,Category Promotion,19/04/2024,Premium,Social Media,7086,264,84,"£2,394.64","£2,646.76",3.76,1.105285137
499174,App Push Notification,19/04/2024,Premium,Email,7361,629,95,"£2,327.28","£7,119.06",3.03,3.058961534
125913,Email Campaign,19/04/2024,All,SMS,3154,485,90,"£1,180.27","£5,645.51",3.29,4.783236039
458083,Referral Program,19/04/2024,Premium,Social Media,5168,298,13,"£1,762.77","£4,785.67",3.32,2.714857866
610621,New User Discount,18/04/2024,Premium,Email,5109,762,44,"£3,233.06","£5,854.56",2.84,1.810841741
538435,Weekend Special,18/04/2024,All,App,1998,425,25,"£4,237.44","£9,893.98",3.78,2.334895597
54300,Festival Offer,18/04/2024,Premium,SMS,6453,576,34,"£1,773.13","£2,714.80",2.24,1.531077812
336758,Flash Sale,18/04/2024,All,App,2347,318,21,"£2,564.60","£2,262.19",3.76,0.8820829759
699873,Membership Drive,18/04/2024,New Users,SMS,1795,261,42,"£3,699.09","£2,292.58",3.34,0.6197686458
179095,Category Promotion,18/04/2024,Inactive,App,2118,138,75,"£2,907.29","£3,537.40",2.3,1.216734485
170727,App Push Notification,18/04/2024,All,App,5875,536,79,"£3,839.61","£9,104.30",2.2,2.371152278
640006,Email Campaign,18/04/2024,Inactive,Email,1684,487,46,"£3,772.34","£6,487.50",3.53,1.719754847
609856,Referral Program,18/04/2024,Premium,SMS,1885,313,86,"£4,200.98","£7,616.73",2.3,1.81308409
907380,New User Discount,17/04/2024,Premium,App,6029,981,45,"£1,841.50","£2,434.98",3.33,1.322280749
536629,Weekend Special,17/04/2024,All,Social Media,9775,698,75,"£4,222.13","£3,916.38",2.44,0.9275839446
617379,Festival Offer,17/04/2024,All,Email,7501,518,74,"£2,991.03","£8,763.88",3.13,2.930054195
813829,Flash Sale,17/04/2024,New Users,Social Media,2135,174,74,"£3,299.60","£9,666.45",2.37,2.929582374
71878,Membership Drive,17/04/2024,All,SMS,4423,933,38,"£2,250.37","£5,591.61",2.92,2.484751396
318106,Category Promotion,17/04/2024,All,App,1436,145,97,"£4,140.79","£6,807.94",2.38,1.644116219
76348,App Push Notification,17/04/2024,All,Email,2373,841,33,"£3,580.03","£3,312.83",3.61,0.9253637539
494504,Email Campaign,17/04/2024,New Users,Social Media,4872,378,58,"£3,927.04","£4,799.35",3.85,1.222129135
354914,Referral Program,17/04/2024,All,SMS,6450,894,86,"£2,633.28","£5,433.36",2.47,2.063343055
639650,New User Discount,16/04/2024,Premium,App,8837,156,14,"£4,483.44","£6,521.10",3.37,1.454485841
117716,Weekend Special,16/04/2024,New Users,Social Media,7651,759,62,"£2,265.65","£8,144.28",2.34,3.594677024
755669,Festival Offer,16/04/2024,Inactive,App,8683,177,99,"£3,769.05","£3,899.14",3.56,1.034515329
123123,Flash Sale,16/04/2024,All,Email,8428,851,67,"£2,546.46","£2,484.18",2.95,0.9755425178
724487,Membership Drive,16/04/2024,All,SMS,6663,869,96,"£2,773.97","£2,575.08",2.6,0.9283013154
45874,Category Promotion,16/04/2024,All,App,7757,544,42,"£3,514.07","£2,952.19",3.03,0.8401056325
305567,App Push Notification,16/04/2024,New Users,Social Media,6345,630,25,"£4,617.60","£5,542.81",3.65,1.200365991
998934,Email Campaign,16/04/2024,All,Email,2519,487,56,"£1,972.22","£4,217.21",3.08,2.138306071
340926,Referral Program,16/04/2024,New Users,SMS,2432,814,73,"£3,996.11","£4,723.57",3.17,1.182042036
292228,New User Discount,15/04/2024,All,Email,1328,418,61,"£4,139.28","£6,454.85",2.19,1.559413714
411026,Weekend Special,15/04/2024,All,Social Media,6629,158,82,"£2,833.15","£4,014.36",1.58,1.416924625
698387,Festival Offer,15/04/2024,Premium,SMS,2225,210,86,"£1,752.05","£3,821.54",3.84,2.181182044
941626,Flash Sale,15/04/2024,New Users,SMS,1799,459,50,"£3,855.35","£5,988.39",2.79,1.553267537
697870,Membership Drive,15/04/2024,Inactive,App,2582,698,11,"£1,780.42","£6,449.37",1.9,3.622386853
119823,Category Promotion,15/04/2024,New Users,App,9699,943,14,"£3,149.37","£7,402.60",1.69,2.350501846
505473,App Push Notification,15/04/2024,Inactive,SMS,3673,950,46,"£1,104.18","£6,788.63",3.47,6.148118966
134824,Email Campaign,15/04/2024,New Users,App,9719,407,64,"£2,733.76","£8,036.93",3.7,2.939881336
204110,Referral Program,15/04/2024,All,Email,7271,922,16,"£4,941.54","£3,971.22",2.45,0.8036401608
837590,New User Discount,14/04/2024,New Users,App,6605,118,90,"£2,908.83","£5,403.49",3.78,1.857616292
671919,Weekend Special,14/04/2024,All,Email,9961,805,20,"£3,111.40","£3,742.69",3.49,1.202895803
982147,Festival Offer,14/04/2024,All,App,5449,649,91,"£3,855.63","£3,562.97",2.68,0.9240954137
231491,Flash Sale,14/04/2024,New Users,Email,8672,407,30,"£2,822.22","£6,823.41",2.23,2.417745605
465849,Membership Drive,14/04/2024,Inactive,App,3801,453,33,"£4,754.59","£3,831.33",1.84,0.8058171157
382929,Category Promotion,14/04/2024,New Users,SMS,9801,803,22,"£2,844.73","£2,470.84",1.81,0.8685674915
799959,App Push Notification,14/04/2024,New Users,Email,4145,694,49,"£1,612.43","£9,047.55",2.89,5.611127305
38835,Email Campaign,14/04/2024,Premium,Social Media,5413,695,47,"£1,257.43","£7,720.25",3.61,6.13970559
811741,Referral Program,14/04/2024,Premium,SMS,5516,275,89,"£1,424.12","£6,969.97",3.19,4.894229419
659631,New User Discount,13/04/2024,Premium,SMS,9228,558,29,"£2,016.76","£2,042.67",3.17,1.012847339
747757,Weekend Special,13/04/2024,Premium,SMS,6525,702,51,"£2,938.15","£5,066.37",3.56,1.724340146
709852,Festival Offer,13/04/2024,New Users,Email,5904,743,92,"£3,338.33","£9,198.56",2.88,2.755437599
383424,Flash Sale,13/04/2024,Inactive,SMS,7504,304,80,"£3,046.85","£5,965.67",3.28,1.957979553
367617,Membership Drive,13/04/2024,All,App,3432,782,93,"£1,219.99","£4,972.37",2.76,4.075746523
797353,Category Promotion,13/04/2024,New Users,Social Media,3048,836,98,"£1,194.42","£8,101.18",1.64,6.782522061
